FormTranslit;LemmaTranslit;MoodTense;Trans;Voice;VoicePartcp;Person;Number;Gender;Long;AspPair;Aspect;Mood;Tense
proshli;proyti;indicpast;tran;act;;;pl;;;;p;indic;past
svjazano;svjazat';indicpast;tran;pass;pass;;sg;n;short;;p;indic;past
Buduchi;byt';gernonpast;intr;act;;;;;;;i;ger;nonpast
zaregistrirovannoy;zaregistrirovat';partcppast;tran;;pass;;sg;f;long;;p;partcp;past
finansirovala;finansirovat';indicpast;tran;act;;;sg;f;;;i;indic;past
proshjol;proyti;indicpast;tran;act;;;sg;m;;;p;indic;past
daval;davat';indicpast;tran;act;;;sg;m;;;i;indic;past
funkcioniroval;funkcionirovat';indicpast;intr;act;;;sg;m;;;i;indic;past
perevodilis';perevodit'sja;indicpast;intr;med;;;pl;;;;i;indic;past
Prosuschestvovala;prosuschestvovat';indicpast;intr;act;;;sg;f;;;p;indic;past
ischezla;ischeznut';indicpast;intr;act;;;sg;f;;;p;indic;past
napravljal;napravljat';indicpast;tran;act;;;sg;m;;;i;indic;past
prikryto;prikryt';indicpast;tran;pass;pass;;sg;n;short;;p;indic;past
stal;stat';indicpast;intr;act;;;sg;m;;;p;indic;past
sheptalis';sheptat'sja;indicpast;intr;med;;;pl;;;;i;indic;past
rekomendoval;rekomendovat';indicpast;tran;act;;;sg;m;;;i;indic;past
priobresti;priobresti;inf;tran;act;;;;;;;p;inf;
proshlo;proyti;indicpast;tran;act;;;sg;n;;;p;indic;past
slozhil;slozhit';indicpast;tran;act;;;sg;m;;;p;indic;past
vernulsja;vernut'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
stal;stat';indicpast;intr;act;;;sg;m;;;p;indic;past
vsplylo;vsplyt';indicpast;intr;act;;;sg;n;;;p;indic;past
zaprashivala;zaprashivat';indicpast;tran;act;;;sg;f;;;i;indic;past
iskljucheno;iskljuchit';partcpnonpast;tran;pass;pass;;sg;n;short;;p;partcp;nonpast
posluzhila;posluzhit';indicpast;intr;act;;;sg;f;;;p;indic;past
govorili;govorit';indicpast;tran;act;;;pl;;;;i;indic;past
provodil;provodit';indicpast;tran;act;;;sg;m;;;i;indic;past
zajavil;zajavit';indicpast;tran;act;;;sg;m;;;p;indic;past
nadeetsja;nadejat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
ustanovlena;ustanovit';indicfut;tran;pass;pass;3p;sg;f;short;;p;indic;fut
sochla;schest';indicpast;tran;act;;;sg;f;;;p;indic;past
zajavit';zajavit';inf;tran;act;;;;;;;p;inf;
dokazyvaet;dokazyvat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
opechatan;opechatat';partcpnonpast;tran;pass;pass;;sg;m;short;;p;partcp;nonpast
opechatyvat';opechatyvat';inf;tran;act;;;;;;;i;inf;
obyskali;obyskat';indicpast;tran;act;;;pl;;;;p;indic;past
nashli;nayti;indicpast;tran;act;;;pl;;;;p;indic;past
sleduet;sledovat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
zavershajutsja;zavershat'sja;indicnonpast;intr;med;;3p;pl;;;;i;indic;nonpast
prodolzhaetsja;prodolzhat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
vosprinjali;vosprinjat';indicpast;tran;act;;;pl;;;;p;indic;past
razumejuscheesja;razumet'sja;partcpnonpast;intr;med;act;;sg;n;long;;i;partcp;nonpast
otzyvajutsja;otzyvat'sja;indicnonpast;intr;med;;3p;pl;;;;i;indic;nonpast
zanimalsja;zanimat'sja;indicpast;intr;med;;;sg;m;;;i;indic;past
koordiniroval;koordinirovat';indicpast;tran;act;;;sg;m;;;i;indic;past
proshjol;proyti;indicpast;tran;act;;;sg;m;;;p;indic;past
znaju;znat';indicnonpast;tran;act;;1p;sg;;;;i;indic;nonpast
proshjol;proyti;indicpast;tran;act;;;sg;m;;;p;indic;past
razbiraetsja;razbirat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
rasskazal;rasskazat';indicpast;tran;act;;;sg;m;;;p;indic;past
javljaetsja;javljat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
prochili;prochit';indicpast;tran;act;;;pl;;;;i;indic;past
prishjol;priyti;indicpast;intr;act;;;sg;m;;;p;indic;past
nazyvaemoy;nazyvat';partcpnonpast;tran;;pass;;sg;f;long;;i;partcp;nonpast
prorabotal;prorabotat';indicpast;tran;act;;;sg;m;;;p;indic;past
popal;popast';indicpast;intr;act;;;sg;m;;;p;indic;past
zanjal;zanjat';indicpast;tran;act;;;sg;m;;;p;indic;past
javljaetsja;javljat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
naznachil;naznachit';indicpast;tran;act;;;sg;m;;;p;indic;past
znaet;znat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
byl;byt';indicpast;intr;act;;;sg;m;;;i;indic;past
predstoit;predstojat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
podtverzhdaet;podtverzhdat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
uvelichit';uvelichit';inf;tran;act;;;;;;;p;inf;
rabotajuschikh;rabotat';partcpnonpast;intr;act;act;;pl;;long;;i;partcp;nonpast
postavil;postavit';indicpast;tran;act;;;sg;m;;;p;indic;past
uskorit';uskorit';inf;tran;act;;;;;;;p;inf;
ostanetsja;ostat'sja;indicnonpast;intr;med;;3p;sg;;;;p;indic;nonpast
Mozhet;moch';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
uskorit'sja;uskorit'sja;inf;intr;med;;;;;;;p;inf;
proizoydjot;proizoyti;indicnonpast;intr;act;;3p;sg;;;;p;indic;nonpast
Otvechaet;otvechat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
zovuschiy;zvat';partcpnonpast;tran;act;act;;sg;m;long;;i;partcp;nonpast
ponjat';ponjat';inf;tran;act;;;;;;;p;inf;
obernulsja;obernut'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
suschestvovavshey;suschestvovat';partcppast;intr;act;act;;sg;f;long;;i;partcp;past
Ocenit';ocenit';inf;tran;act;;;;;;;p;inf;
mozhet;moch';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
proizoyti;proizoyti;inf;intr;act;;;;;;;p;inf;
idjot;idti;indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
sostavljal;sostavljat';indicpast;tran;act;;;sg;m;;;i;indic;past
zhdjot;zhdat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
nadeetsja;nadejat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
podkachajut;podkachat';indicnonpast;tran;act;;3p;pl;;;;p;indic;nonpast
dobavit';dobavit';inf;tran;act;;;;;;;p;inf;
kolebalis';kolebat'sja;indicpast;intr;med;;;pl;;;;i;indic;past
toptalas';toptat'sja;indicpast;intr;med;;;sg;f;;;i;indic;past
zhdjot;zhdat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
perelomit';perelomit';inf;tran;act;;;;;;;p;inf;
ostajotsja;ostavat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
Vyrosshie;vyrasti;partcppast;intr;act;act;;pl;;long;;p;partcp;past
mogut;moch';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
podderzhat';podderzhat';inf;tran;act;;;;;;;p;inf;
zaviset';zaviset';inf;intr;act;;;;;;;i;inf;
pereadresoval;pereadresovat';indicpast;tran;act;;;sg;m;;;p;indic;past
sdelalo;sdelat';indicpast;tran;act;;;sg;n;;;p;indic;past
izbavit'sja;izbavit'sja;inf;intr;med;;;;;;;p;inf;
berjot;brat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
ispytyvat';ispytyvat';inf;tran;act;;;;;;;i;inf;
imeet;imet';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
blizitsja;blizit'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
mozhet;moch';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
stat';stat';inf;intr;act;;;;;;;p;inf;
Poprobuem;poprobovat';imper;tran;act;;1p;pl;;;;p;imper;
prochest';prochest';inf;tran;act;;;;;;;p;inf;
napisannoe;napisat';partcppast;tran;;pass;;sg;n;long;;p;partcp;past
mogut;moch';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
sposobstvovat';sposobstvovat';inf;intr;act;;;;;;;i;inf;
est';byt';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
smykajutsja;smykat'sja;indicnonpast;intr;med;;3p;pl;;;;i;indic;nonpast
privjol;privesti;indicpast;tran;act;;;sg;m;;;p;indic;past
vystupajuschikh;vystupat';partcpnonpast;intr;act;act;;pl;;long;;i;partcp;nonpast
est';byt';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
obespechit';obespechit';inf;tran;act;;;;;;;p;inf;
mozhet;moch';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
povtorjat';povtorjat';inf;tran;act;;;;;;;i;inf;
proydennyy;proyti;partcppast;tran;;pass;;sg;m;long;;p;partcp;past
posledovat';posledovat';inf;intr;act;;;;;;;p;inf;
soglasitsja;soglasit'sja;indicnonpast;intr;med;;3p;sg;;;;p;indic;nonpast
oznachat';oznachat';indicfut;tran;act;;3p;sg;;;;i;indic;fut
razocharovalsja;razocharovat'sja;indicpast;intr;med;;;sg;m;;;i;indic;past
verit;verit';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
dat';dat';inf;tran;act;;;;;;;p;inf;
byl;byt';indicpast;intr;act;;;sg;m;;;i;indic;past
prepjatstvovavshiy;prepjatstvovat';partcppast;intr;act;act;;sg;m;long;;i;partcp;past
ustraneno;ustranit';partcpnonpast;tran;pass;pass;;sg;n;short;;p;partcp;nonpast
vyjasnjaetsja;vyjasnjat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
tolkuet;tolkovat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
provodili;provodit';indicpast;tran;act;;;pl;;;;i;indic;past
upirali;upirat';indicpast;tran;act;;;pl;;;;i;indic;past
uvelichivali;uvelichivat';indicpast;tran;act;;;pl;;;;i;indic;past
popustitel'stvuja;popustitel'stvovat';gernonpast;intr;act;;;;;;;i;ger;nonpast
urezat';urezat';inf;tran;act;;;;;;;i;inf;
predlagaet;predlagat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
sokratit';sokratit';inf;tran;act;;;;;;;p;inf;
idjot;idti;indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
znachit;znachit';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
pozvoljajuschuju;pozvoljat';partcpnonpast;tran;act;act;;sg;f;long;;i;partcp;nonpast
perelozhit';perelozhit';inf;tran;act;;;;;;;p;inf;
ocenivajutsja;ocenivat'sja;indicnonpast;intr;med;;3p;pl;;;;i;indic;nonpast
sleduet;sledovat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
provodit';provodit';inf;tran;act;;;;;;;i;inf;
vnedrjat';vnedrjat';inf;tran;act;;;;;;;i;inf;
schitaet;schitat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
restrukturirovat';restrukturirovat';inf;tran;act;;;;;;;i;inf;
sokraschalas';sokraschat'sja;indicpast;intr;med;;;sg;f;;;i;indic;past
protivjatsja;protivit'sja;indicnonpast;intr;med;;3p;pl;;;;i;indic;nonpast
est';byt';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
vystupil;vystupit';indicpast;intr;act;;;sg;m;;;p;indic;past
mozhet;moch';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
poluchat';poluchat';inf;tran;act;;;;;;;i;inf;
pred''javit';pred''javit';inf;tran;act;;;;;;;p;inf;
predostavljaemye;predostavljat';partcpnonpast;tran;;pass;;pl;;long;;i;partcp;nonpast
nazvat';nazvat';inf;tran;act;;;;;;;p;inf;
prinjato;prinjat';indicfut;tran;pass;pass;3p;sg;n;short;;p;indic;fut
sootvetstvujut;sootvetstvovat';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
otrazheny;otrazit';indicfut;tran;pass;pass;3p;pl;;short;;p;indic;fut
udovletvorit;udovletvorit';indicnonpast;tran;act;;3p;sg;;;;p;indic;nonpast
est';byt';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
prishjol;priyti;indicpast;intr;act;;;sg;m;;;p;indic;past
podderzhat;podderzhat';indicnonpast;tran;act;;3p;pl;;;;p;indic;nonpast
sobiraetsja;sobirat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
prishporit';prishporit';inf;tran;act;;;;;;;p;inf;
opazdyvaet;opazdyvat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
stremilsja;stremit'sja;indicpast;intr;med;;;sg;m;;;i;indic;past
zakrepit';zakrepit';inf;tran;act;;;;;;;p;inf;
ostalas';ostat'sja;indicpast;intr;med;;;sg;f;;;p;indic;past
razvorachivaetsja;razvorachivat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
svidetel'stvuet;svidetel'stvovat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
upuscheno;upustit';partcpnonpast;tran;pass;pass;;sg;n;short;;p;partcp;nonpast
bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
provodit';provodit';inf;tran;act;;;;;;;i;inf;
bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
pred''javit';pred''javit';inf;tran;act;;;;;;;p;inf;
vernut';vernut';inf;tran;act;;;;;;;p;inf;
sledovalo;sledovat';indicpast;intr;act;;;sg;n;;;i;indic;past
proizoshjol;proizoyti;indicpast;intr;act;;;sg;m;;;p;indic;past
shjol;idti;indicpast;intr;act;;;sg;m;;;i;indic;past
ukral;ukrast';indicpast;tran;act;;;sg;m;;;p;indic;past
terpit;terpet';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
proizoshlo;proizoyti;indicpast;intr;act;;;sg;n;;;p;indic;past
voydjot;voyti;indicnonpast;intr;act;;3p;sg;;;;p;indic;nonpast
perechislennykh;perechislit';partcppast;tran;;pass;;pl;;long;;p;partcp;past
razdelit;razdelit';indicnonpast;tran;act;;3p;sg;;;;p;indic;nonpast
stanet;stat';indicnonpast;intr;act;;3p;sg;;;;p;indic;nonpast
sostavlennaja;sostavit';partcppast;tran;;pass;;sg;f;long;;p;partcp;past
utratila;utratit';indicpast;tran;act;;;sg;f;;;p;indic;past
ostanovilsja;ostanovit'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
Ostanovila;ostanovit';indicpast;tran;act;;;sg;f;;;p;indic;past
umejut;umet';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
prygat';prygat';inf;intr;act;;;;;;;i;inf;
govori;govorit';imper;tran;act;;2p;sg;;;;i;imper;
Bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
realizovali;realizovat';indicpast;tran;act;;;pl;;;;p;indic;past
opisannuju;opisat';partcppast;tran;;pass;;sg;f;long;;p;partcp;past
grezivshimi;grezit';partcppast;intr;act;act;;pl;;long;;i;partcp;past
Lishjonnyy;lishit';partcppast;tran;;pass;;sg;m;long;;p;partcp;past
otlichajuschiysja;otlichat'sja;partcpnonpast;intr;med;act;;sg;m;long;;i;partcp;nonpast
sbivshaja;sbit';partcppast;tran;act;act;;sg;f;long;;p;partcp;past
lishjonnoe;lishit';partcppast;tran;;pass;;sg;n;long;;p;partcp;past
nastojannoe;nastojat';partcppast;tran;;pass;;sg;n;long;;p;partcp;past
sochetali;sochetat';indicpast;tran;act;;;pl;;;;i;indic;past
zabivali;zabivat';indicpast;tran;act;;;pl;;;;i;indic;past
pomogal;pomogat';indicpast;intr;act;;;sg;m;;;i;indic;past
otrazit';otrazit';inf;tran;act;;;;;;;p;inf;
sokhranit';sokhranit';inf;tran;act;;;;;;;p;inf;
skazhet;skazat';indicnonpast;tran;act;;3p;sg;;;;p;indic;nonpast
vela;vesti;indicpast;tran;act;;;sg;f;;;i;indic;past
uderzhivaja;uderzhivat';gernonpast;tran;act;;;;;;;i;ger;nonpast
Bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
sozdali;sozdat';indicpast;tran;act;;;pl;;;;p;indic;past
stjorla;steret';indicpast;tran;act;;;sg;f;;;p;indic;past
vozderzhalis';vozderzhat'sja;indicpast;intr;med;;;pl;;;;p;indic;past
rvanul;rvanut';indicpast;tran;act;;;sg;m;;;p;indic;past
ukazyvat';ukazyvat';inf;tran;act;;;;;;;i;inf;
nakinuli;nakinut';indicpast;tran;act;;;pl;;;;p;indic;past
begaet;begat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
rugat'sja;rugat'sja;inf;intr;med;;;;;;;i;inf;
delali;delat';indicpast;tran;act;;;pl;;;;i;indic;past
poluchila;poluchit';indicpast;tran;act;;;sg;f;;;p;indic;past
vopili;vopit';indicpast;intr;act;;;pl;;;;i;indic;past
uprezhdaja;uprezhdat';gernonpast;tran;act;;;;;;;i;ger;nonpast
gorlanili;gorlanit';indicpast;intr;act;;;pl;;;;i;indic;past
zavidev;zavidet';gerpast;tran;act;;;;;;;p;ger;past
shipeli;shipet';indicpast;intr;act;;;pl;;;;i;indic;past
popadal;popadat';indicpast;intr;act;;;sg;m;;;i;indic;past
zhazhdal;zhazhdat';indicpast;intr;act;;;sg;m;;;i;indic;past
zanjaty;zanjat';partcpnonpast;tran;pass;pass;;pl;;short;;p;partcp;nonpast
Vnesti;vnesti;inf;tran;act;;;;;;;p;inf;
udalos';udat'sja;indicpast;intr;med;;;sg;n;;;p;indic;past
Prinjat';prinjat';inf;tran;act;;;;;;;p;inf;
obeskurazhennye;obeskurazhit';partcppast;tran;;pass;;pl;;long;;p;partcp;past
sbezhali;sbezhat';indicpast;intr;act;;;pl;;;;p;indic;past
javilsja;javit'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
tail;tait';indicpast;tran;act;;;sg;m;;;i;indic;past
nesli;nesti;indicpast;tran;act;;;pl;;;;i;indic;past
privodjat;privodit';indicnonpast;tran;act;;3p;pl;;;;i;indic;nonpast
pereodelsja;pereodet'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
sleduja;sledovat';gernonpast;intr;act;;;;;;;i;ger;nonpast
vykazyvali;vykazyvat';indicpast;tran;act;;;pl;;;;i;indic;past
prjachas';prjatat'sja;gernonpast;intr;med;;;;;;;i;ger;nonpast
vydavil;vydavit';indicpast;tran;act;;;sg;m;;;p;indic;past
okazalas';okazat'sja;indicpast;intr;med;;;sg;f;;;p;indic;past
skazyvalas';skazyvat'sja;indicpast;intr;med;;;sg;f;;;i;indic;past
vozymela;vozymet';indicpast;tran;act;;;sg;f;;;p;indic;past
upiraetsja;upirat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
Stanesh';stat';indicnonpast;intr;act;;2p;sg;;;;p;indic;nonpast
delat';delat';inf;tran;act;;;;;;;i;inf;
skazhut;skazat';indicnonpast;tran;act;;3p;pl;;;;p;indic;nonpast
vkalyvajut;vkalyvat';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
dozhali;dozhat';indicpast;tran;act;;;pl;;;;p;indic;past
predstavlen;predstavit';indicpast;tran;pass;pass;;sg;m;short;;p;indic;past
gotovilsja;gotovit'sja;indicpast;intr;med;;;sg;m;;;i;indic;past
podoshjol;podoyti;indicpast;intr;act;;;sg;m;;;p;indic;past
otvechajuschim;otvechat';partcpnonpast;intr;act;act;;sg;n;long;;i;partcp;nonpast
velis';vestis';indicpast;intr;med;;;pl;;;;i;indic;past
sdelala;sdelat';indicpast;tran;act;;;sg;f;;;p;indic;past
znaet;znat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
terpit;terpet';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
vpisany;vpisat';indicfut;tran;pass;pass;3p;pl;;short;;p;indic;fut
poluchil;poluchit';indicpast;tran;act;;;sg;m;;;p;indic;past
obnaruzhennym;obnaruzhit';partcppast;tran;;pass;;pl;;long;;p;partcp;past
obnaruzhil;obnaruzhit';indicpast;tran;act;;;sg;m;;;p;indic;past
stav;stat';gerpast;intr;act;;;;;;;p;ger;past
okazalos';okazat'sja;indicpast;intr;med;;;sg;n;;;p;indic;past
dostavit';dostavit';inf;tran;act;;;;;;;p;inf;
byli;byt';indicpast;intr;act;;;pl;;;;i;indic;past
postroili;postroit';indicpast;tran;act;;;pl;;;;p;indic;past
uznali;uznat';indicpast;tran;act;;;pl;;;;p;indic;past
stali;stat';indicpast;intr;act;;;pl;;;;p;indic;past
vorovat';vorovat';inf;tran;act;;;;;;;i;inf;
bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
propuskal;propuskat';indicpast;tran;act;;;sg;m;;;i;indic;past
proisshedshiy;proizoyti;partcppast;intr;act;act;;sg;m;long;;p;partcp;past
porazil;porazit';indicpast;tran;act;;;sg;m;;;p;indic;past
ukrali;ukrast';indicpast;tran;act;;;pl;;;;p;indic;past
byl;byt';indicpast;intr;act;;;sg;m;;;i;indic;past
byl;byt';indicpast;intr;act;;;sg;m;;;i;indic;past
byl;byt';indicpast;intr;act;;;sg;m;;;i;indic;past
ponimal;ponimat';indicpast;tran;act;;;sg;m;;;i;indic;past
vorujut;vorovat';indicnonpast;tran;act;;3p;pl;;;;i;indic;nonpast
prikazal;prikazat';indicpast;tran;act;;;sg;m;;;p;indic;past
otbyt';otbyt';inf;tran;act;;;;;;;p;inf;
rassledovat';rassledovat';inf;tran;act;;;;;;;i;inf;
Vyjasnilos';vyjasnit'sja;indicpast;intr;med;;;sg;n;;;p;indic;past
lezhaschiy;lezhat';partcpnonpast;intr;act;act;;sg;m;long;;i;partcp;nonpast
ponadobilsja;ponadobit'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
pojavilas';pojavit'sja;indicpast;intr;med;;;sg;f;;;p;indic;past
zarabotat';zarabotat';inf;intr;act;;;;;;;p;inf;
Prochitav;prochitat';gerpast;tran;act;;;;;;;p;ger;past
prikazal;prikazat';indicpast;tran;act;;;sg;m;;;p;indic;past
vospretit';vospretit';inf;tran;act;;;;;;;p;inf;
postroili;postroit';indicpast;tran;act;;;pl;;;;p;indic;past
preobrazovano;preobrazovat';indicpast;tran;pass;pass;;sg;n;short;;p;indic;past
voshlo;voyti;indicpast;intr;act;;;sg;n;;;p;indic;past
ros;rasti;indicpast;intr;act;;;sg;m;;;i;indic;past
reshili;reshit';indicpast;tran;act;;;pl;;;;p;indic;past
pereimenovat';pereimenovat';inf;tran;act;;;;;;;p;inf;
vspomniv;vspomnit';gerpast;tran;act;;;;;;;p;ger;past
oznachaet;oznachat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
uznat';uznat';inf;tran;act;;;;;;;p;inf;
v''evsheysja;v''est'sja;partcppast;intr;med;act;;sg;f;long;;p;partcp;past
bastujut;bastovat';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
poprosit';poprosit';inf;tran;act;;;;;;;p;inf;
rasskazat';rasskazat';inf;tran;act;;;;;;;p;inf;
ulybnjotsja;ulybnut'sja;indicnonpast;intr;med;;3p;sg;;;;p;indic;nonpast
nachnjot;nachat';indicnonpast;tran;act;;3p;sg;;;;p;indic;nonpast
govorit';govorit';inf;tran;act;;;;;;;i;inf;
nastupivshem;nastupit';partcppast;intr;act;act;;sg;n;long;;p;partcp;past
imel;imet';indicpast;tran;act;;;sg;m;;;i;indic;past
vynesli;vynesti;indicpast;tran;act;;;pl;;;;p;indic;past
skazhut;skazat';indicnonpast;tran;act;;3p;pl;;;;p;indic;nonpast
budut;byt';indicnonpast;intr;act;;3p;pl;;;;i;indic;nonpast
vspominat';vspominat';inf;tran;act;;;;;;;i;inf;
ljubjat;ljubit';indicnonpast;tran;act;;3p;pl;;;;i;indic;nonpast
chuvstvoval;chuvstvovat';indicpast;tran;act;;;sg;m;;;i;indic;past
uvazhali;uvazhat';indicpast;tran;act;;;pl;;;;i;indic;past
prislushivalis';prislushivat'sja;indicpast;intr;med;;;pl;;;;i;indic;past
bojalis';bojat'sja;indicpast;intr;med;;;pl;;;;i;indic;past
nravitsja;nravit'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
rasskazyvat';rasskazyvat';inf;tran;act;;;;;;;i;inf;
nachinalos';nachinat'sja;indicpast;intr;med;;;sg;n;;;i;indic;past
vyydja;vyyti;gerpast;intr;act;;;;;;;p;ger;past
naydja;nayti;gerpast;tran;act;;;;;;;p;ger;past
byli;byt';indicpast;intr;act;;;pl;;;;i;indic;past
priekhali;priekhat';indicpast;intr;act;;;pl;;;;p;indic;past
prosideli;prosidet';indicpast;tran;act;;;pl;;;;p;indic;past
poluchila;poluchit';indicpast;tran;act;;;sg;f;;;p;indic;past
byli;byt';indicpast;intr;act;;;pl;;;;i;indic;past
mogli;moch';indicpast;intr;act;;;pl;;;;i;indic;past
skazat';skazat';inf;tran;act;;;;;;;p;inf;
reshili;reshit';indicpast;tran;act;;;pl;;;;p;indic;past
stali;stat';indicpast;intr;act;;;pl;;;;p;indic;past
vspominat';vspominat';inf;tran;act;;;;;;;i;inf;
kasaetsja;kasat'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
ispugalsja;ispugat'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
pojavilsja;pojavit'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
priglashali;priglashat';indicpast;tran;act;;;pl;;;;i;indic;past
gotovilis';gotovit'sja;indicpast;intr;med;;;pl;;;;i;indic;past
ezdil;ezdit';indicpast;intr;act;;;sg;m;;;i;indic;past
vspominajut;vspominat';indicnonpast;tran;act;;3p;pl;;;;i;indic;nonpast
byl;byt';indicpast;intr;act;;;sg;m;;;i;indic;past
podderzhivali;podderzhivat';indicpast;tran;act;;;pl;;;;i;indic;past
mogli;moch';indicpast;intr;act;;;pl;;;;i;indic;past
govorjat;govorit';indicnonpast;tran;act;;3p;pl;;;;i;indic;nonpast
privela;privesti;indicpast;tran;act;;;sg;f;;;p;indic;past
vspominajut;vspominat';indicnonpast;tran;act;;3p;pl;;;;i;indic;nonpast
trevozhit;trevozhit';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
pojavilas';pojavit'sja;indicpast;intr;med;;;sg;f;;;p;indic;past
okazalsja;okazat'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
obkhoditsja;obkhodit'sja;indicnonpast;intr;med;;3p;sg;;;;i;indic;nonpast
dobytaja;dobyt';partcppast;tran;;pass;;sg;f;long;;p;partcp;past
prevratilsja;prevratit'sja;indicpast;intr;med;;;sg;m;;;p;indic;past
sformirovannaja;sformirovat';partcppast;tran;;pass;;sg;f;long;;p;partcp;past
Vybirat';vybirat';inf;tran;act;;;;;;;i;inf;
bylo;byt';indicpast;intr;act;;;sg;n;;;i;indic;past
est';byt';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
cherpat';cherpat';indicfut;tran;act;;1p;pl;;;;i;indic;fut
nesjot;nesti;indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
smyvaet;smyvat';indicnonpast;tran;act;;3p;sg;;;;i;indic;nonpast
voyti;voyti;inf;intr;act;;;;;;;p;inf;
original'nichaet;original'nichat';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
nazyvajutsja;nazyvat'sja;indicnonpast;intr;med;;3p;pl;;;;i;indic;nonpast
est';byt';indicnonpast;intr;act;;3p;sg;;;;i;indic;nonpast
pojavilis';pojavit'sja;indicpast;intr;med;;;pl;;;;p;indic;past
