genre;register;date_of_creation;head_pos;root;preposition;example;comment
fiction;written;before 1950;V;говор;о/об;красивыми людьми, которые говорят об охоте
fiction;written;before 1950;V;говор;о/об;Теперь поговорим о вас
fiction;written;before 1950;V;говор;про;Ганке говорю про Ланэ, а Ланэ? про Ганку
fiction;written;before 1950;V;говор;о/об;И он никогда не разговаривал о своих делах
fiction;written;before 1950;V;говор;про;Нет, это что! Я говорю про настоящую смирительную рубаху
fiction;written;before 1950;V;говор;о/об;Я ведь знаю, к чему вы говорите о яме
fiction;written;before 1950;V;говор;о/об;А ведь интересно было бы в свободное время поговорить с ним о музыке
fiction;written;before 1950;V;говор;о/об;солдаты в один голос говорят о том, что незнакомцы были обсыпаны
fiction;written;before 1950;V;говор;о/об;Он говорил о своей аморальности, а жил монахом
fiction;written;before 1950;V;говор;о/об;Вы мне говорите о трусости
fiction;written;before 1950;V;говор;о/об;Так, значит, и будем разговаривать о деле
fiction;written;before 1950;V;говор;о/об;но я ведь говорил не об этом
fiction;written;before 1950;V;говор;о/об;Мы говорили только о саде
fiction;written;before 1950;V;говор;о/об;Мы говорили о восстановлении оранжереи
fiction;written;before 1950;V;говор;о/об;Надо говорить о чём-нибудь другом
fiction;written;before 1950;V;говор;про;"Мать говорила про него: ""Предатель"""
fiction;written;before 1950;V;говор;о/об;Никто никогда не говорил со мной о моей статье
fiction;written;before 1950;V;говор;о/об;я же говорю не о моральной оценке его
fiction;written;before 1950;V;говор;о/об;На этот раз мы говорили почти исключительно о шахматах
fiction;written;before 1950;V;говор;про;говорили про него в такие минуты
fiction;written;before 1950;V;говор;о/об;как отец нам говорил о клюкве, что есть палестинка
fiction;written;before 1950;V;говор;про;Ещё помню, говорил про страшное место Слепую елань
fiction;written;before 1950;V;говор;о/об;так же, как говорить с ней об этом
fiction;written;before 1950;V;говор;о/об;И опять весь вечер мы говорили о чём-нибудь постороннем
fiction;written;before 1950;V;говор;о/об;мне именно и хочется поговорить с вами о русском характере
fiction;written;before 1950;V;говор;про;А вот что ты всё-таки говорил про храм толпе на базаре
fiction;written;before 1950;V;говор;о/об;Я, игемон, говорил о том, что рухнет храм старой веры и создастся новый храм истины
fiction;written;before 1950;V;говор;о/об;ты когда-либо говорил что-нибудь о великом кесаре
fiction;written;before 1950;V;говор;о/об;во множественном числе говоря о Степе
fiction;written;before 1950;V;говор;про;Он говорил что-то про косой дождь
fiction;written;before 1950;V;говор;про;Ведь я только что говорил про глаза
fiction;written;before 1950;V;говор;о/об;Всё, что мастер говорил о ней, было сущей правдой
fiction;written;before 1950;V;говор;о/об;Я ничуть не погрешу, если, говоря об этом, упомяну о причудливо тасуемой колоде карт
fiction;written;before 1950;V;говор;о/об;Вот я и говорю о тряпках
fiction;written;before 1950;V;говор;о/об;Я не говорю уже о природе
fiction;written;before 1950;V;говор;о/об;так что стало ясно, что он говорит о дворце
fiction;written;before 1950;V;говор;о/об;она также говорила о Печорине
fiction;written;before 1950;N;говор;о/об;импотентные разговоры о Шиллере и Гёте
fiction;written;before 1950;N;говор;о/об;После этой улыбки и разговора о сковородках
fiction;written;before 1950;N;говор;о/об;и разговору вдвоём о дыбе
fiction;written;before 1950;N;говор;о/об;очень серьёзный разговор о нашей газете
fiction;written;before 1950;N;говор;о/об;у меня был разговор об этом
fiction;written;before 1950;N;говор;о/об;Я же говорю, что разговор шёл не о сотрудниках газеты
fiction;written;before 1950;N;говор;о/об;постоянно шёл разговор о таких страшных вещах
fiction;written;before 1950;N;говор;о/об;ведут идиотский разговор о Шиллере и Гёте
fiction;written;before 1950;N;говор;о/об;отпадают все разговоры о прошлом Гарднера
fiction;written;before 1950;N;говор;про;Федюне эти разговоры про малый рост не больно сладко слушать
fiction;written;before 1950;N;говор;о/об;Демидов, как услышал, что разговор о кружевах, зверем заревел
fiction;written;before 1950;N;говор;о/об;Разговор шёл о каких-то лошадях
fiction;written;before 1950;N;говор;о/об;она раз навсегда отвела разговоры о нашем будущем
fiction;written;before 1950;N;говор;о/об;Разговор всё время о Карлсбаде, Тальони
fiction;written;before 1950;N;говор;о/об;разговор, кажется, идёт об Элен Грен
fiction;written;before 1950;N;говор;о/об;было не до разговоров о театре
fiction;written;before 1950;N;говор;о/об;слышал из разговора матери о том, что вот Нина Каллистратовна Замоткина
fiction;written;before 1950;N;говор;о/об;скользкий разговор о Гагарове
fiction;written;before 1950;N;говор;о/об;на чей-то разговоро далёком, грустном и милом
fiction;written;before 1950;N;говор;о/об;уж у них был разговор обо мне
fiction;written;before 1950;N;говор;о/об;был у меня разговор о Лукерье
fiction;written;before 1950;N;говор;о/об;продолжая начатый разговор о театре
fiction;written;before 1950;N;говор;о/об;Зашёл разговор о лошадях, и Печорин
fiction;written;before 1950;N;говор;о/об;Я уже раньше слышал разговоры о неудачно выбранной площадке для строительства на дне озера
fiction;written;before 1950;N;говор;о/об;десятиминутный разговор с Эйрановым о работе
fiction;written;before 1950;N;говор;о/об;На этот раз разговор пошел о поточном методе
fiction;written;before 1950;N;говор;о/об;тревожнее заходили разговоры о минах
fiction;written;before 1950;N;говор;про;А сейчас разговор пойдет про свадьбу
fiction;written;before 1950;N;говор;о/об;обстоятельные разговоры о сельской кооперации
fiction;written;before 1950;N;говор;о/об;исключает всякий разговор об его якобы юридической невменяемости
fiction;written;before 1950;N;говор;о/об;беглого разговора о самом важном и простецком на свете
fiction;written;before 1950;N;говор;о/об;Доломанова в разговоре о прошлом
fiction;written;before 1950;N;говор;о/об;За пивом это лишний разговор о революции, падаль
fiction;written;before 1950;N;говор;о/об;не раз заводила разговор об этом
fiction;written;before 1950;N;говор;о/об;Разговор велся о нем, о Векшине
fiction;written;before 1950;N;говор;о/об;Разговоры о том, что он богатый еврей
fiction;written;before 1950;N;говор;о/об;Опять сегодня разговор о том, что вот такая блистательная серия изобретений
fiction;written;before 1950;N;говор;о/об;Зашел разговор о Хлебникове
fiction;written;before 1950;N;говор;о/об;влиянием разговора о петрашевцах
fiction;written;before 1950;N;говор;о/об;Разговор о Лебедеве-Кумаче зашел потому
fiction;written;before 1950;N;говор;о/об;И потом разговор о таинственных изобретениях
fiction;written;before 1950;N;говор;о/об;по телефону разговор об умирающем в садике человеке
fiction;written;before 1950;N;говор;о/об;Мне кажется, что разговор об исполнителях
fiction;written;before 1950;N;говор;о/об;В поезде я заводил с моими товарищами-писателями разговор о музее Гревен
fiction;written;before 1950;N;говор;о/об;В обществе, знала она, «шли разговоры о Чайковском и фон Меккше»
fiction;written;before 1950;N;говор;о/об;Больше у них не было разговора об Ахмете
fiction;written;before 1950;N;говор;о/об;презирающая разговоры о пайках и карточках
fiction;written;before 1950;N;говор;о/об;только и было разговору, что о нем
fiction;written;before 1950;N;говор;про;Разговор про чистую воду
fiction;written;before 1950;N;говор;о/об;Сейчас разговор пойдёт и о вас
nonfiction;written;before 1950;V;говор;о/об;стал бессвязно, с какими-то всхлипами, говорить о его потрясающей книге
nonfiction;written;before 1950;V;говор;о/об;говорит в статье о нём и Короленко
nonfiction;written;before 1950;V;говор;о/об;она редко говорила о нём
nonfiction;written;before 1950;V;говор;о/об;который говорил о чём-то своём
nonfiction;written;before 1950;V;говор;о/об;Для того чтобы так подробно говорить, например, о пугачевском восстании
nonfiction;written;before 1950;V;говор;о/об;говорил о том, что не настало ещё то время
nonfiction;written;before 1950;V;говор;о/об;говорит о нём Репин после каждого свидания с ним
nonfiction;written;before 1950;V;говор;о/об;вынуждены говорить о близости театра и жизни
nonfiction;written;before 1950;V;говор;о/об;не говоря уже о русских издательствах
nonfiction;written;before 1950;V;говор;о/об;если я снова говорю о ней
